Región de Atacama;Diego de Almagro;SOLVENTUS CHILE Spa;Proyecto PV Salvador;Solar;160;40.0;123;4
Región del Maule;Linares;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Linar;Solar;13.5;10.785;350;5
Región del Maule;Curicó;Belen Solar SpA;Parque Solar Fotovoltaico Barcelona;Solar;9;10.62;21;5
Región de Antofagasta;Antofagasta-Sierra Gorda;DPP HOLDING CHILE SPA;Parque Fotovoltaico Titan Solar;Solar;12;12.5;26;3
Región de La Araucanía;Angol;Sociedad Vientos de Renaico SpA;Parque Eólico Cancura;Eólica;71;33.6;135;13
Región de Atacama;Vallenar;CMS SPVII SpA;Parque Fotovoltaico El Olivar;Solar;12.6;12.6;138;4
Región de Valparaíso;Puchuncaví;PFV EL PITOTOY SPA;Parque Fotovoltaico El Pitotoy;Solar;12;12.0;185;5
Región de La Araucanía;Renaico;Consorcio Eólico Pulmahue SpA;Parque Eólico Tolpán Sur;Eólica;200;93.0;360;8
Región de Valparaíso;Rinconada;PMGD Santuario SpA;Repotenciamiento Proyecto PMGD Santuario I;Solar;2.9;4.1;90;5
Región Metropolitana de Santiago;San Pedro;PARQUE FOTOVOLTAICO ANDINO LAS PATAGUAS SPA;Parque Fotovoltaico Andino Las Pataguas;Solar;150;152.61;572;3
Región de Atacama;Chañaral;Inversiones y Servicios SunEdison Chile Limitada;Proyecto Parque Solar Javiera;Solar;160;75.0;60;5
Región de Valparaíso;Rinconada;Auco Sunlight SpA;Parque Fotovoltaico Auco Sunlight;Solar;10;12.79;220;5
Región de Antofagasta;Taltal;PATTERN CHILE DEVELOPMENT HOLDINGS SPA;Proyecto Solar Toro;Solar;135;56.0;42;4
Región de Valparaíso;Valparaíso;Solarig Development Chile SpA;Parque Solar Comunidad;Solar;45;24.0;110;4
Región de Tarapacá;Pozo Almonte;Parque Fotovoltaico Pita Solar SpA;Parque fotovoltaico y línea de transmisión Pita Solar;Solar;320;184.8;16;3
Región de Tarapacá;Pozo Almonte;El Pimiento SpA;Parque Solar El Pimiento;Solar;40;22.0;41;4
Región Metropolitana de Santiago;Paine;Salado Energy SpA;Ampliación Parque Fotovoltaico Gabardo del Verano;Solar;6.2;6.01;221;5
Región Metropolitana de Santiago;Melipilla;Hidroeléctrica Mallarauco S.A.;Central Hidroeléctrica Mallarauco;Hidro;8.9;3.4;260;3
Región del Libertador Gral. Bernardo O’Higgins;Mostazal-Codegua;Proyecto La Punta SpA;Parque Eólico La Punta;Eólica;400;364.0;6;12
